"freqMin","freqMax","start","end","quality","comment","file"
151,1087.3,"2023-05-31T00:04:29Z","2023-05-31T08:21:10Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230531.nc"
238.1,849.5,"2023-05-31T19:10:20Z","2023-06-01T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230531.nc"
19,92.2,"2023-05-31T00:00:00Z","2023-06-01T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230531.nc"
88.7,3461.3,"2023-06-01T00:00:00Z","2023-06-01T08:42:49Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230601.nc"
151,758.1,"2023-06-01T17:19:10Z","2023-06-02T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230601.nc"
19,85.4,"2023-06-01T00:04:29Z","2023-06-01T01:28:43Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230601.nc"
19,88.7,"2023-06-01T03:13:17Z","2023-06-01T07:14:21Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230601.nc"
19.4,105.3,"2023-06-01T09:20:42Z","2023-06-01T13:11:37Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230601.nc"
19,97.6,"2023-06-01T14:21:19Z","2023-06-02T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230601.nc"
95.7,1747.6,"2023-06-02T00:00:00Z","2023-06-02T08:38:35Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230602.nc"
120.2,882.4,"2023-06-02T19:40:49Z","2023-06-03T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230602.nc"
19,82.2,"2023-06-02T00:01:35Z","2023-06-02T01:57:46Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230602.nc"
19,80.7,"2023-06-02T04:12:49Z","2023-06-02T07:36:08Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230602.nc"
19,85.4,"2023-06-02T10:56:33Z","2023-06-02T14:08:15Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230602.nc"
19,70.7,"2023-06-02T15:54:16Z","2023-06-02T18:54:21Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230602.nc"
19,73.4,"2023-06-02T22:33:39Z","2023-06-03T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230602.nc"
127.3,2704.4,"2023-06-03T00:00:08Z","2023-06-03T08:44:24Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230603.nc"
19,74.8,"2023-06-03T00:00:00Z","2023-06-03T01:47:36Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230603.nc"
19,107.3,"2023-06-03T04:50:35Z","2023-06-03T14:09:42Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230603.nc"
19,122.5,"2023-06-03T17:01:04Z","2023-06-04T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230603.nc"
172.4,952,"2023-06-03T18:02:04Z","2023-06-03T23:58:33Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230603.nc"
124.9,1108.1,"2023-06-04T00:04:29Z","2023-06-04T09:10:32Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230604.nc"
20.6,107.3,"2023-06-04T00:00:00Z","2023-06-05T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230604.nc"
156.8,1087.3,"2023-06-04T17:12:41Z","2023-06-04T23:54:58Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230604.nc"
105.3,833.5,"2023-06-05T00:01:35Z","2023-06-05T05:50:08Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230605.nc"
175.7,1108.1,"2023-06-05T18:50:00Z","2023-06-06T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230605.nc"
19,93.9,"2023-06-05T00:00:08Z","2023-06-05T02:21:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230605.nc"
19,115.7,"2023-06-05T03:19:05Z","2023-06-05T07:46:18Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230605.nc"
19,113.6,"2023-06-05T09:49:45Z","2023-06-05T15:16:31Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230605.nc"
19,88.7,"2023-06-05T16:52:22Z","2023-06-06T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230605.nc"
87.1,1173.1,"2023-06-06T00:00:00Z","2023-06-06T05:21:05Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230606.nc"
19.1,69.3,"2023-06-06T00:00:00Z","2023-06-06T03:20:33Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230606.nc"
19,105.3,"2023-06-06T04:21:32Z","2023-06-06T07:34:41Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230606.nc"
19,95.7,"2023-06-06T09:55:34Z","2023-06-06T15:54:16Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230606.nc"
19,77.7,"2023-06-06T17:56:16Z","2023-06-06T19:43:44Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230606.nc"
19,95.7,"2023-06-06T20:47:38Z","2023-06-07T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230606.nc"
175.7,1289.9,"2023-06-06T18:47:05Z","2023-06-06T23:56:25Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230606.nc"
97.6,2279.7,"2023-06-07T00:00:00Z","2023-06-07T08:12:27Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230607.nc"
97.6,988.8,"2023-06-07T19:45:11Z","2023-06-07T23:56:25Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230607.nc"
21,72,"2023-06-07T00:00:00Z","2023-06-07T04:34:36Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230607.nc"
19,92.2,"2023-06-07T05:23:59Z","2023-06-07T08:56:01Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230607.nc"
19,77.7,"2023-06-07T11:38:40Z","2023-06-07T17:05:26Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230607.nc"
27.3,70.7,"2023-06-07T20:44:43Z","2023-06-08T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230607.nc"
95.7,2653.5,"2023-06-08T00:01:35Z","2023-06-08T08:56:01Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230608.nc"
76.2,1087.3,"2023-06-08T19:42:17Z","2023-06-08T23:56:25Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230608.nc"
22.6,76.2,"2023-06-08T00:01:35Z","2023-06-08T05:09:28Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230608.nc"
22.2,88.7,"2023-06-08T06:46:46Z","2023-06-08T10:04:16Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230608.nc"
21,92.2,"2023-06-08T11:09:37Z","2023-06-08T17:31:34Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230608.nc"
23.5,76.2,"2023-06-08T18:38:23Z","2023-06-09T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230608.nc"
197,2113,"2023-06-09T00:00:00Z","2023-06-09T08:48:38Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230609.nc"
23.1,65.5,"2023-06-09T00:01:35Z","2023-06-10T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230609.nc"
107.3,1173.1,"2023-06-09T19:42:17Z","2023-06-10T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230609.nc"
76.2,2603.6,"2023-06-10T00:00:00Z","2023-06-10T08:28:25Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230610.nc"
26.3,76.2,"2023-06-10T00:00:00Z","2023-06-10T07:36:01Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230610.nc"
22.6,82.2,"2023-06-10T08:42:57Z","2023-06-10T23:55:39Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230610.nc"
134.7,787.4,"2023-06-10T20:35:14Z","2023-06-11T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230610.nc"
101.3,1747.6,"2023-06-11T00:00:00Z","2023-06-11T08:35:33Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230611.nc"
20.6,70.7,"2023-06-11T01:11:17Z","2023-06-11T09:01:50Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230611.nc"
23.5,82.2,"2023-06-11T09:42:29Z","2023-06-12T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230611.nc"
90.4,6002.4,"2023-06-12T00:00:00Z","2023-06-12T08:25:31Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230612.nc"
204.6,689.4,"2023-06-12T20:56:20Z","2023-06-13T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230612.nc"
21,77.7,"2023-06-12T02:03:34Z","2023-06-12T09:49:45Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230612.nc"
21,72,"2023-06-12T10:04:16Z","2023-06-12T13:23:14Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230612.nc"
23.9,65.5,"2023-06-12T15:32:29Z","2023-06-13T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230612.nc"
88.7,3208.2,"2023-06-13T00:00:00Z","2023-06-13T08:29:53Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230613.nc"
282.5,729.8,"2023-06-13T21:42:49Z","2023-06-14T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230613.nc"
19,77.7,"2023-06-13T02:12:17Z","2023-06-13T09:48:18Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230613.nc"
21.4,70.7,"2023-06-13T10:17:21Z","2023-06-13T23:30:17Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230613.nc"
83.8,4265.1,"2023-06-14T00:00:00Z","2023-06-14T08:18:15Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230614.nc"
19,77.7,"2023-06-14T02:55:51Z","2023-06-14T11:34:19Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230614.nc"
19,82.2,"2023-06-14T12:55:38Z","2023-06-14T14:22:47Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230614.nc"
21,79.2,"2023-06-14T16:02:59Z","2023-06-14T22:32:11Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230614.nc"
77.7,4601.6,"2023-06-15T00:04:21Z","2023-06-15T08:25:31Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230615.nc"
272,817.9,"2023-06-15T20:04:04Z","2023-06-16T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230615.nc"
19,88.7,"2023-06-15T01:06:56Z","2023-06-15T03:19:05Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230615.nc"
22.1,80.7,"2023-06-15T05:37:03Z","2023-06-15T23:58:33Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230615.nc"
105.3,4346.9,"2023-06-16T00:11:45Z","2023-06-16T08:29:53Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230616.nc"
19.1,82.2,"2023-06-16T01:17:06Z","2023-06-16T04:28:48Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230616.nc"
21,76.2,"2023-06-16T05:51:35Z","2023-06-16T16:43:39Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202301_DB01/NC/NEFSC_DE_202301_DB01_20230616.nc"
